B.1.177,Italy,Campania,1/14/2021
B.1.2,USA,Florida,2/23/2021
B.1.429,USA,Colorado,3/25/2021
B.1.2,USA,Texas,2/14/2021
B.1,Finland,Uusimaa,5/27/2020
B.1,USA,Georgia,2/12/2021
B.1.2,USA,Michigan,2/18/2021
B.1.2,USA,Alaska,11/4/2020
B.1.1.7,Italy,Lazio,3/18/2021
B.1,Canada,Ontario,2020-03-00
B.1.177,Spain,Cantabria,11/12/2020
B.1.177,Switzerland,Neuchatel,11/9/2020
B.1.351,Belgium,Menen,3/8/2021
B.1.2,USA,Texas,2/2/2021
B.1.2,USA,Texas,1/15/2021
B.1.429,USA,Florida,3/24/2021
B.1.1,Ireland,Dublin,3/20/2020
B.1.1,Italy,Campania,3/11/2021
B.1.2,USA,California,1/31/2021
B.1.526,USA,Pennsylvania,3/24/2021
B.1.429,USA,California,3/15/2021
B.1.429,USA,Washington,3/22/2021
B.1.1.7,USA,Michigan,3/5/2021
B.1.2,USA,Georgia,2/9/2021
B.1.1,Japan,Japan,1/7/2021
B.1.2,USA,Michigan,2/5/2021
P.1,USA,California,3/29/2021
B.1.2,USA,Wyoming,12/14/2020
B.1,USA,Missouri,8/19/2020
B.1.429,USA,Alaska,3/15/2021
B.1.2,USA,Texas,3/5/2021
B.1,Switzerland,Aargau,1/12/2021
B.1.1.7,England,England,2/21/2021
B.1.2,USA,Texas,1/9/2021
B.1.177,Italy,Campania,2021-00-00
B.1.177,Italy,Campania,12/19/2020
B.1.2,USA,Texas,2/23/2021
B.1.2,USA,Wisconsin,2/18/2021
B.1.177,Spain,Madrid,1/26/2021
B.1.429,USA,Minnesota,2/2/2021
B.1.2,USA,Wyoming,2/11/2021
B.1.1.7,Ireland,Meath,2/4/2021
B.1.177,England,England,10/3/2020
B.1.2,USA,Virginia,1/16/2021
B.1.2,USA,Texas,7/11/2020
B.1,USA,Texas,1/5/2021
B.1,Germany,Saxony,1/27/2021
B.1.429,USA,Utah,1/22/2021
B.1.2,USA,Maryland,1/11/2021
B.1.2,USA,Texas,1/13/2021
